profile,nr_reactions,nr_comments,nr_shares,comments/post,post_interaction_rate,engagement,nr_likes,post_id,followers,post_type
seaworld san diego,305,5,17,6,0.002921580503794492,0.0029215805037944,198,426111667814056_685879167023378,127000,2
disneyland paris,301,16,6,16,"6,17E+09",6170000000.0,215,652389081615295_771535675015174,5200000,1
lake compounce,43,0,1,0,"2,68E+11",268000000000.0,36,80018245271_786565336839990,166000,1
kings island,446,18,20,24,"7,16E+10",71600000000.0,339,155893938367_762838969217127,692000,1
waterville usa,1,1,0,1,"3,47E+10",34700000000.0,1,138319355040_655625103453504,58000,1
six flags discovery kingdom,63,3,5,3,"2,67E+12",2670000000000.0,51,59636827742_755229169972887,275000,1
busch gardens tampa bay,161,7,28,8,"2,92E+11",292000000000.0,106,68181225238_751567193668587,692000,2
fun spot america,30,8,6,12,"4,88E+12",4880000000000.0,24,184020466977_762756169223731,100000,1
"santa's workshop north pole, colorado",172,7,8,7,0.004103666966578156,0.0041036669665781,139,344216765184_760704826097932,46000,1
universal orlando resort (us),345,18,80,32,"1,48E+11",148000000000.0,245,90867402851_770385571789484,3100000,1
hersheypark,53,0,5,0,"6,75E+10",67500000000.0,47,16994689356_759161989577001,854000,1
centreville amusement park,5,1,0,1,"3,39E+11",339000000000.0,5,117784088239988_779147524251237,17000,1
playland,2,0,1,0,"9,28E+08",928000000.0,2,170865866397863_682811610643276,23000,1
sea life park,21,0,2,0,"8,68E+11",868000000000.0,17,105015532870022_693149259584938,26000,1
gilroy gardens,2262,47,34,51,0.028706670906822575,0.0287066709068225,1975,122943674395623_763190489179267,83000,1
wild adventures theme park,23,1,5,1,"1,58E+10",15800000000.0,18,84679583132_765292708977247,66,1
six flags great adventure,70,7,5,11,"7,65E+10",76500000000.0,57,69421318512_745524327610237,1100000,1
pacific park,50,0,4,0,"9,62E+11",962000000000.0,44,61119627598_745641487611599,55000,1
happy hollow park & zoo,14,0,0,0,"3,54E+09",3540000000.0,11,132942835175_749430763880428,39000,1
elitch gardens,15,2,0,3,"1,22E+09",1220000000.0,12,62242807350_747463390753288,145000,1
kings island,119,13,3,14,"1,99E+12",1990000000000.0,90,155893938367_762373569263667,692000,1
six flags darien lake,15,0,1,0,"6,93E+10",69300000000.0,13,9596249636_726397479536083,226000,1
belmont park,11,4,2,4,"3,36E+11",336000000000.0,10,83231004302_762373339260065,51000,1
skypark at santa's village,134,3,13,10,0.0028203423931593224,0.0028203423931593,114,653315854781004_669601502020657,57000,1
wild adventures theme park,74,10,12,12,"5,33E+11",533000000000.0,56,84679583132_765228965650288,66,1
six flags discovery kingdom,20,0,1,0,"7,88E+10",78800000000.0,14,59636827742_754751430020661,275000,3
wild adventures theme park,72,3,14,9,"5,16E+11",516000000000.0,62,84679583132_765171072322744,66,1
six flags magic mountain,40,3,1,5,"7,00E+10",70000000000.0,34,67502107124_752394310256564,660000,3
knott's berry farm,476,29,16,62,"8,66E+11",866000000000.0,374,10286130875_754052433439827,637000,1
legoland california,175,3,24,5,"3,12E+12",3120000000000.0,149,143631389003522_761838015982462,650000,2
belmont park,8,0,0,0,"1,58E+12",1580000000000.0,7,83231004302_762295019267897,51000,1
belmont park,12,0,0,0,"2,37E+11",237000000000.0,11,83231004302_762294875934578,51000,1
sesame place san diego,22,2,11,2,0.0013281724347298117,0.0013281724347298,18,116946949686332_898848782250836,29000,1
walt disney animation studios,2814,43,542,49,"2,67E+12",2670000000000.0,2031,23245476854_930439001786290,12000000,1
fun spot america,39,6,0,7,"4,68E+12",4680000000000.0,29,184020466977_762228855943129,100000,1
santa cruz beach boardwalk,149,3,12,4,"3,98E+12",3980000000000.0,124,40035168377_795508525953517,400000,1
canada's wonderland,75,16,8,36,"1,39E+11",139000000000.0,70,95469803923_770038181831498,837016,1
seaworld san diego,55,3,5,3,"5,61E+11",561000000000.0,39,426111667814056_685331447078150,127000,1
busch gardens williamsburg,168,6,9,6,"2,57E+11",257000000000.0,139,18543728314_754662503369054,690000,1
west edmonton mall,131,8,25,24,"9,75E+11",975000000000.0,116,207298682218_756082613232840,189464,1
cedar point,71,6,12,9,"5,86E+10",58600000000.0,62,10625691462_761513722674552,1500000,1
centreville amusement park,5,0,2,0,"3,96E+11",396000000000.0,4,117784088239988_778594424306547,17000,1
six flags great escape and hurricane harbor,137,18,18,18,0.0020466106707677746,0.0020466106707677,97,51613191805_748826693944841,84000,1
busch gardens tampa bay,254,16,20,25,"4,43E+12",4430000000000.0,210,68181225238_750968667061773,692000,1
lake compounce,26,0,3,0,"1,76E+11",176000000000.0,21,80018245271_782055347290989,166000,1
six flags,38,2,4,2,"9,56E+09",9560000000.0,31,8696281132_691589636502660,4400000,2
wild adventures theme park,24,0,2,0,"1,41E+12",1410000000000.0,19,84679583132_765061252333726,66,1
canada's wonderland,57,1,10,1,"7,96E+10",79600000000.0,47,95469803923_769978335170816,837016,2
hersheypark,92,2,6,2,"1,16E+11",116000000000.0,81,16994689356_758575946302272,854000,1
happy hollow park & zoo,79,3,1,11,0.002303855793817565,0.0023038557938175,50,132942835175_749151103908394,39000,1
playland,2,0,0,0,"6,19E+08",619000000.0,2,170865866397863_682225654035205,23000,1
playland,2,0,0,0,"6,19E+08",619000000.0,2,170865866397863_682196640704773,23000,1
sea life park,16,0,0,0,"6,04E+11",604000000000.0,10,105015532870022_692579386308592,26000,1
gilroy gardens,27,1,0,2,"3,55E+11",355000000000.0,21,122943674395623_763185995846383,83000,1
belmont park,3,0,0,0,"5,93E+10",59300000000.0,3,83231004302_761834375980628,51000,1
happy hollow park & zoo,15,0,0,0,"3,80E+11",380000000000.0,13,132942835175_748833867273451,39000,1
wild adventures theme park,83,3,7,3,"5,06E+11",506000000000.0,63,84679583132_764659535707231,66,1
kings island,93,0,1,0,"1,37E+12",1370000000000.0,77,155893938367_761753445992346,692000,1
canada's wonderland,29,2,5,3,"4,33E+10",43300000000.0,26,95469803923_769514798550503,837016,1
kings island,84,4,5,4,"1,36E+12",1360000000000.0,64,155893938367_761735815994109,692000,1
happy hollow park & zoo,20,1,5,1,"6,58E+11",658000000000.0,18,132942835175_748780440612127,39000,1
six flags over georgia & hurricane harbor,47,3,4,3,"1,11E+12",1110000000000.0,39,34284255238_747991210697177,479000,1
six flags great escape and hurricane harbor,170,7,23,7,0.00236607987885671,0.0023660798788567,130,51613191805_748308783996632,84000,1
wild adventures theme park,9,3,0,3,"6,52E+10",65200000000.0,9,84679583132_764607232379128,66,3
calaway park,9,1,0,1,"2,06E+11",206000000000.0,9,72446805248_761627949342496,48000,1
wild adventures theme park,41,10,10,14,"3,53E+11",353000000000.0,34,84679583132_764581172381734,66,1
glenwood caverns adventure park,51,8,6,10,"7,49E+11",749000000000.0,49,58441077768_773817484790342,93000,3
belmont park,7,0,0,0,"1,38E+12",1380000000000.0,6,83231004302_761691642661568,51000,1
gilroy gardens,24,0,0,0,"2,94E+11",294000000000.0,19,122943674395623_768803998617916,83000,1
sesame place san diego,20,4,6,4,0.001138476718151114,0.0011384767181511,19,116946949686332_898117295657318,29000,2
santa cruz beach boardwalk,615,25,17,35,0.0016069075341558195,0.0016069075341558,536,40035168377_787947716709598,400000,3
hersheypark,347,8,24,14,"4,48E+12",4480000000000.0,302,16994689356_758084773018056,854000,1
playland park,6,0,0,0,"1,27E+12",1270000000000.0,6,8119908863_761908712647603,47000,1
busch gardens williamsburg,101,7,7,10,"1,66E+11",166000000000.0,89,18543728314_754080296760608,690000,1
skypark at santa's village,18,0,1,0,"3,41E+12",3410000000000.0,16,653315854781004_668910498756424,57000,1
silverwood theme park,56,10,1,20,"2,01E+12",2010000000000.0,20,762701550509617_673814181614645,381000,1
six flags great adventure,151,23,17,45,"1,89E+11",189000000000.0,128,69421318512_744778741018129,1100000,1
gilroy gardens,529,8,9,8,0.006678980782639543,0.0066789807826395,471,122943674395623_768748188623497,83000,1
legoland california,41,7,5,12,"8,88E+10",88800000000.0,32,143631389003522_761169559382641,650000,2
seaworld orlando,261,17,28,19,0.001289339506534607,0.0012893395065346,217,1782696285170057_371986475503112,267000,1
seaworld san diego,48,4,3,4,"4,90E+11",490000000000.0,40,426111667814056_684759210468707,127000,1
busch gardens tampa bay,115,0,11,0,"1,86E+12",1860000000000.0,97,68181225238_750415270450446,692000,1
playland park,5,0,0,0,"1,06E+12",1060000000000.0,5,8119908863_761850192653455,47000,1
six flags discovery kingdom,21,0,5,0,"9,76E+09",9760000000.0,15,59636827742_754047506757720,275000,3
disneyland paris,152,21,4,30,"3,55E+11",355000000000.0,127,652389081615295_770273571808051,5200000,1
lake compounce,39,2,3,2,"2,68E+11",268000000000.0,36,80018245271_782042373958953,166000,1
castles & coasters,1,0,0,0,"4,04E+11",404000000000.0,1,252289045458198_737770225040497,2300,1
quassy amusement & waterpark,8,0,1,0,"2,32E+12",2320000000000.0,7,38328744398_758676996292121,39000,3
universal orlando resort (us),216,17,29,21,"8,63E+10",86300000000.0,178,90867402851_769177871910254,3100000,2
canada's wonderland,27,2,3,4,"3,98E+11",398000000000.0,26,95469803923_769302858571697,837016,1
california's great america,75,8,10,12,"3,69E+12",3690000000000.0,62,28442453154_654015806944988,262000,1
playland,2,0,0,0,"6,19E+09",6190000000.0,2,170865866397863_681661184091652,23000,1
sea life park,35,0,0,0,0.0013209042533116958,0.0013209042533116,30,105015532870022_691995123033685,26000,1
canada's wonderland,60,2,3,2,"7,61E+10",76100000000.0,58,95469803923_768966388605344,837016,1
gilroy gardens,1310,18,30,18,0.01661182399784707,0.016611823997847,1207,122943674395623_763182669180049,83000,1
wild adventures theme park,23,2,2,4,"1,58E+12",1580000000000.0,18,84679583132_764067652433086,66,1
legoland california,20,0,0,0,"3,06E+10",30600000000.0,18,143631389003522_760699252763005,650000,2
hersheypark,49,3,1,7,"6,63E+10",66300000000.0,42,16994689356_757565766403290,854000,1
elitch gardens,27,8,1,21,"3,31E+11",331000000000.0,21,62242807350_746218830877744,145000,1
wild adventures theme park,23,0,4,0,"1,47E+12",1470000000000.0,19,84679583132_764021662437685,66,1
happy hollow park & zoo,8,0,0,0,"2,03E+11",203000000000.0,7,132942835175_748125677344270,39000,1
happy hollow park & zoo,5,0,0,0,"1,27E+12",1270000000000.0,4,132942835175_748125500677621,39000,1
kings island,168,15,16,16,"2,92E+12",2920000000000.0,141,155893938367_761079126059778,692000,2
glenwood caverns adventure park,86,0,7,0,0.0010392919404586295,0.0010392919404586,69,58441077768_773224621516295,93000,1
six flags great adventure,48,4,3,8,"5,25E+09",5250000000.0,45,69421318512_744316611064342,1100000,2
six flags discovery kingdom,27,0,2,0,"1,09E+12",1090000000000.0,26,59636827742_753521953476942,275000,1
legoland california,72,2,4,2,"1,19E+12",1190000000000.0,56,143631389003522_760634082769522,650000,1
six flags over georgia & hurricane harbor,43,4,4,4,"1,05E+12",1050000000000.0,34,34284255238_747310167431948,479000,1
six flags,28,4,1,5,"7,38E+09",7380000000.0,25,8696281132_690511163277174,4400000,2
walt disney studios (us),105,1,7,1,"3,07E+10",30700000000.0,87,111382562236411_892166259198978,16000000,3
cedar point,303,10,14,10,"2,08E+10",20800000000.0,238,10625691462_760240859468505,1500000,1
skypark at santa's village,31,0,3,0,"6,11E+11",611000000000.0,28,653315854781004_668368722143935,57000,1
lake compounce,36,4,3,5,"2,68E+11",268000000000.0,25,80018245271_783497800480077,166000,1
big kahuna's nj,4,1,1,2,"3,88E+10",38800000000.0,4,26451078324_749280223904418,181000,1
santa cruz beach boardwalk,858,31,84,60,0.0024139982991189628,0.0024139982991189,680,40035168377_794221119415591,400000,1
hersheypark,260,16,42,18,"3,72E+12",3720000000000.0,220,16994689356_757464386413428,854000,3
sea life park,11,0,0,0,"4,15E+12",4150000000000.0,5,105015532870022_691802473052950,26000,1
sesame place san diego,19,1,8,1,0.0010626992561105207,0.0010626992561105,15,116946949686332_897415005727547,29000,1
walt disney animation studios,646,21,61,40,"5,86E+10",58600000000.0,479,23245476854_928795835283940,12000000,1
seaworld,262,7,9,7,"1,51E+12",1510000000000.0,196,63617892564_754908590009729,1700000,1
six flags great escape and hurricane harbor,192,10,12,14,0.0025789050300477926,0.0025789050300477,138,51613191805_747554214072089,84000,1
walt disney animation studios,615,28,25,56,"5,46E+11",546000000000.0,440,23245476854_928795515283972,12000000,1
quassy amusement & waterpark,5,1,1,1,"1,81E+12",1810000000000.0,5,38328744398_758157786344042,39000,3
silverwood theme park,79,17,1,22,"2,66E+11",266000000000.0,19,762701550509617_673238121672251,381000,1
california's great america,145,23,16,62,"8,47E+11",847000000000.0,115,28442453154_653514753661760,262000,1
six flags,46,6,10,9,"1,41E+11",141000000000.0,34,8696281132_690403143287976,4400000,2
disneyland,1750,196,140,286,"1,27E+11",127000000000.0,1291,11081890741_750059637147917,16000000,1
west edmonton mall,22,2,7,2,"1,68E+12",1680000000000.0,22,207298682218_754857613355340,189464,1
busch gardens tampa bay,339,15,53,18,"6,07E+11",607000000000.0,283,68181225238_749809363844370,692000,2
seaworld orlando,872,34,98,37,0.004215717467387846,0.0042157174673878,601,1782696285170057_371398318895261,267000,2
six flags darien lake,179,16,8,31,"9,44E+10",94400000000.0,147,9596249636_725081446334353,226000,1
playland park,19,1,1,1,"4,43E+12",4430000000000.0,18,8119908863_761181952720279,47000,1
seaworld san diego,67,1,2,1,"6,24E+11",624000000000.0,56,426111667814056_684154403862521,127000,1
waterville usa,1,0,0,0,"1,74E+10",17400000000.0,1,138319355040_655624760120205,58000,1
canada's wonderland,193,22,30,37,"3,04E+12",3040000000000.0,161,95469803923_768643718637611,837016,1
six flags magic mountain,78,14,6,41,"1,90E+12",1900000000000.0,51,67502107124_752260423603286,660000,1
universal orlando resort (us),724,200,114,306,"3,71E+11",371000000000.0,644,90867402851_768555668639141,3100000,3
wild adventures theme park,21,1,1,1,"1,25E+12",1250000000000.0,17,84679583132_763789179127600,66,1
hersheypark,167,12,14,20,"2,34E+12",2340000000000.0,126,16994689356_757286023097931,854000,1
busch gardens williamsburg,91,22,4,32,"1,79E+12",1790000000000.0,79,18543728314_753338176834820,690000,1
playland,2,0,0,0,"6,19E+09",6190000000.0,2,170865866397863_681093797481724,23000,1
disneyland paris,135,2,7,3,"2,77E+11",277000000000.0,101,652389081615295_769379608564114,5200000,3
happy hollow park & zoo,44,2,2,2,0.001215066828675577,0.0012150668286755,26,132942835175_747548797401958,39000,2
sea life park,16,0,1,0,"6,42E+11",642000000000.0,13,105015532870022_691407919759072,26000,1
gilroy gardens,37,1,3,1,"5,02E+11",502000000000.0,30,122943674395623_763171389181177,83000,1
happy hollow park & zoo,3,0,2,0,"1,27E+12",1270000000000.0,3,132942835175_747462204077284,39000,1
legoland california,36,1,3,1,"6,12E+10",61200000000.0,24,143631389003522_759956619503935,650000,2
pacific park,5,0,0,0,"8,91E+10",89100000000.0,3,61119627598_743853064457108,55000,1
lake compounce,21,2,0,2,"1,40E+12",1400000000000.0,17,80018245271_782056127290911,166000,1
santa cruz beach boardwalk,438,19,31,27,0.001194944613353506,0.0011949446133535,332,40035168377_793600252811011,400000,1
kings island,175,147,15,194,"5,61E+11",561000000000.0,160,155893938367_760383912795966,692000,1
six flags great adventure,173,7,4,7,"1,64E+12",1640000000000.0,151,69421318512_743744497788220,1100000,1
wild adventures theme park,8,0,2,0,"5,44E+11",544000000000.0,8,84679583132_763400915833093,66,3
six flags discovery kingdom,26,0,2,0,"1,05E+12",1050000000000.0,25,59636827742_752937603535377,275000,1
california's great america,31,3,1,5,"1,41E+12",1410000000000.0,29,28442453154_653054310374471,262000,1
cedar point,230,7,7,11,"1,58E+12",1580000000000.0,191,10625691462_759591406200117,1500000,1
canada's wonderland,151,9,16,16,"2,14E+12",2140000000000.0,128,95469803923_768136282021688,837016,1
six flags great escape and hurricane harbor,13,0,2,0,"1,77E+12",1770000000000.0,12,51613191805_746877604139750,84000,1
quassy amusement & waterpark,8,0,1,0,"2,32E+12",2320000000000.0,7,38328744398_757638553062632,39000,3
wild adventures theme park,17,0,8,0,"1,36E+12",1360000000000.0,10,84679583132_763356609170857,66,2
walt disney world,698,56,92,128,"5,34E+11",534000000000.0,521,155669083273_758644596306192,16000000,2
skypark at santa's village,99,0,9,0,0.0019408751909425824,0.0019408751909425,72,653315854781004_667808768866597,57000,1
busch gardens williamsburg,74,7,1,7,"1,15E+12",1150000000000.0,62,18543728314_752898926878745,690000,1
skypark at santa's village,18,1,2,1,"3,77E+12",3770000000000.0,14,653315854781004_667793765534764,57000,3
universal orlando resort (us),689,23,56,34,"2,53E+11",253000000000.0,546,90867402851_768019348692773,3100000,1
sesame place san diego,24,1,7,1,0.0012148361869329183,0.0012148361869329,21,116946949686332_896671999135181,29000,2
cedar point,36,5,6,6,"3,06E+11",306000000000.0,29,10625691462_759484632877461,1500000,1
gilroy gardens,37,1,2,1,"4,89E+11",489000000000.0,34,122943674395623_767332332098416,83000,1
silverwood theme park,35,7,3,7,"1,18E+12",1180000000000.0,13,762701550509617_672668801729183,381000,1
lake compounce,33,6,4,11,"2,92E+12",2920000000000.0,26,80018245271_784804727016051,166000,1
santa cruz beach boardwalk,83,1,5,1,"2,14E+11",214000000000.0,72,40035168377_793462499491453,400000,1
glenwood caverns adventure park,16,2,2,2,"2,24E+12",2240000000000.0,14,58441077768_772367961601961,93000,1
happy hollow park & zoo,3,1,1,1,"1,27E+12",1270000000000.0,3,132942835175_747298960760275,39000,1
